1,1.366335453
2,1.364140499
3,1.365153986
4,1.363429291
5,1.363666484
6,1.362910264
7,1.356648377
8,1.349388602
9,1.346877452
10,1.343544273
11,1.340549979
12,1.346302711
13,1.346526728
14,1.337963567
15,1.33470688
16,1.332782471
17,1.330800903
18,1.333618412
19,1.138134956
20,1.336725272
21,1.327323605
22,1.325362517
23,1.324010405
24,1.321896043
25,1.325842136
26,1.328017383
27,1.328384391
28,1.328373243
29,1.328359819
30,1.328213143
31,1.32809375
32,1.327652943
33,1.327077538
34,1.326700088
35,1.32614867
36,1.325682453
37,1.325490702
38,1.324964537
39,1.324301164
40,1.323794515
41,1.313797242
42,1.112854215
43,1.309898396
44,1.308250254
45,1.308751508
46,1.313995861
47,1.314749128
48,1.305342435
49,1.302986438
50,1.301540809
51,1.298881498
52,1.304490905
53,1.306933618
54,1.339104558
55,1.336264385
56,1.338640844
57,1.337139867
58,1.327294768
59,1.323559443
60,1.321362506
61,1.31621361
62,1.314634081
63,1.31282645
64,1.308535783
65,1.304966977
66,1.30340135
67,1.301124576
68,1.297471734
69,1.298297727
70,1.297335057
71,1.085122192
72,1.292266079
73,1.291520336
74,1.29043017
75,1.287494895
76,1.289697722
77,1.288618528
78,1.287386558
79,1.286226999
80,1.285317011
81,1.284943536
82,1.283347568
83,1.282184599
84,1.281056458
85,1.27995841
86,1.279031397
87,1.278233233
88,1.277866554
89,1.276371632
90,1.275396569
91,1.272832775
92,1.267387159
93,1.265903923
94,1.264430148
95,1.266440408
96,1.268763385
97,1.268322489
98,1.274169793
99,1.27496767
100,1.268811113
101,1.267293903
102,1.267308442
103,1.265055521
104,1.26344325
105,1.269763164
106,1.270437157
107,1.261048175
108,1.25981309
109,1.259294396
110,1.25701826
111,1.257066209
112,1.263192831
113,1.264125435
114,1.253406265
115,1.252323015
116,1.25230861
117,1.248751747
118,1.252435232
119,1.256063994
120,1.256647549
121,1.258626877
122,1.259421073
123,1.259978075
124,1.260465205
125,1.261237411
126,1.261142049
127,1.26133749
128,1.261453547
129,1.261402821
130,1.261451267
131,1.261394374
132,1.26134395
133,1.261259501
134,1.257236671
135,1.245744083
136,1.244788894
137,1.243937646
138,1.241721051
139,1.040405494
140,1.251581335
141,1.25279045
142,1.240882545
143,1.241053796
144,1.240541735
145,1.264229668
146,1.055039347
147,1.27229755
148,1.272519596
149,1.260418338
150,1.258692892
151,1.256829911
152,1.25518391
153,1.254640262
154,1.260814463
155,1.261370903
156,1.249010987
157,1.248018109
158,1.24781731
159,1.245417413
160,1.248118382
161,1.252424779
162,1.25298414
163,1.253044499
164,1.25285868
165,1.253193681
166,1.253326472
167,1.253388983
168,1.252975095
169,1.25242354
170,1.252047362
171,1.25177604
172,1.251684659
173,1.251542976
174,1.25160426
175,1.252398458
176,1.250389509
177,1.237608973
178,1.236845564
179,1.234471917
180,1.232114488
181,1.23682027
182,1.240881231
183,1.240103775
184,1.227976317
185,1.228193159
186,1.227370769
187,1.226119184
188,1.230871961
189,1.235094996
190,1.234689762
191,1.224374001
192,1.225106971
193,1.225413849
194,1.224002887
195,1.248754055
196,1.255633352
197,1.258907629
198,1.254155222
199,1.244988161
200,1.245530586
201,1.251860109
202,1.254219947
203,1.253284599
204,1.252663288
205,1.252255737
206,1.251789216
207,1.251289743
208,1.251660988
209,1.251147857
210,1.250475117
211,1.249930955
212,1.249328041
213,1.248955791
214,1.248579805
215,1.248347314
216,1.247638287
217,1.24709682
218,1.246698639
219,1.241724547
220,1.232202711
221,1.231657125
222,1.228615773
223,1.225844308
224,1.232831413
225,1.235906075
226,1.232760816
227,1.22302553
228,1.223401314
229,1.223188848
230,1.218962863
231,1.225001892
232,1.22875826
233,1.226125499
234,1.215349628
